,sentence1,sentence2,genre,English_label,translation1,translation2,annotator 1 labels,annotator 2 labels
787,"But you will find fishermen, many of whom are direct descendants of some 600 Genoese mercenaries King Charles III rescued from captivity on Tunisia's Tabarka Island, hence the name.",Tabarka Island is part of Turkey.,travel,Contradiction,"אבל תמצאו דייגים, שרבים מהם הם צאצאים ישירים של כ-600 שכירי חרב מגנואה שהמלך צ'ארלס השלישי חילץ מהשבי באי טבארקה שבתוניסיה, ומכאן השם.",האי טבארקה הוא חלק מטורקיה.,Neutral,Contradiction
788,"Unbar, Francisco! he called in Spanish.",He call Francisco in Spanish.,fiction,Entailment,"אונבאר, פרנסיסקו! הוא קרא בספרדית.",הוא קורא לפרנסיסקו בספרדית.,Entailment,Entailment
789,"In a culture where Xena and Hercules have hit TV shows, it's a lot more fun imagining that you are a valiant warrior doing business-as-battle than it is to admit that you're a pudgy functionary whose most daring deed is to draft a boldly worded memo.",Xena and Hercules both have hit shows on CBS.,slate,Neutral,"בתרבות שבה זינה והרקולס מככבים בתוכניות טלוויזיה אהובות, הרבה יותר כיף לדמיין שאתה לוחם אמיץ שנלחם בקרבות למחייתו מאשר להודות שאתה גוץ שיושב במשרד והמעשה הנועז ביותר שלו הוא לנסח באומץ טיוטת תזכיר.",לזינה ולהרקולס יש תוכניות להיט ב-CBS.,Neutral,Neutral
790,"The win brought tears to her eyes, of course, and prompted a phone call to Mom in India.","She called her father after she lost, smiling as she did it.",slate,Contradiction,"הזכייה העלתה דמעות בעיניה, כמובן, והניעה אותה להתקשר לאמא בהודו.","היא התקשרה לאביה לאחר שהפסידה, וחייכה בזמן שעשתה זאת.",Neutral,Contradiction
791,"The New York Times ' Janet Maslin says the film works precisely because it is derivative--its stars, Matt Dillon and Gary Sinise, emulate the characters in The Usual Suspects , which gives them extraordinary opportunities to preen.",The movie stars Matt Dillon and Gary Sinise.,slate,Entailment,"ג'נט מסלין מה""ניו יורק טיימס"" אומרת כי הסרט עובד בדיוק בגלל מקורות ההשראה שבו - הכוכבים שמשחקים בו, מאט דילון וגארי סיניז, מחקים את הדמויות בסרט ""החשוד המיידי"", מה שנותן להם הזדמנות יוצאת מן הכלל לזהור.",בסרט מככבים מאט דילון וגארי סיניז.,Entailment,Entailment
792,Automobile includes small trucks.,Small trucks are not great automobiles.,government,Neutral,"הקטגוריה ""רכב"" כוללת משאיות קטנות.",משאיות קטנות הן לא מכוניות גדולות.,Neutral,Neutral
793,"After its early failure, Hubble now provides vital clues to the universe.",Hubble failed earlier becuase they weren't making enough discoveries.,slate,Neutral,"לאחר הכישלון המוקדם שלו, כיום הָאבּל מספק מידע חיוני על היקום.","הָאבּל נכשלו לפני כן, כי הם לא גילו מספיק תגליות.",Neutral,Neutral
794,Just a hunch.,It is just a guess,slate,Entailment,רק תחושת בטן.,זה סתם ניחוש.,Entailment,Entailment
795,The SPAN  A Guide to Legal Services Planning.,The SPAN A guide is a guide used for legal service planning.,government,Entailment,מדריך SPAN A לתכנון שירותים משפטיים.,מדריך SPAN A הוא מדריך המשמש לתכנון שירות משפטי.,Entailment,Entailment
796,The Citizens of the United States of America have a right to applaud themselves for having given to mankind examples of an enlarged and liberal  a policy worthy of imitation.,The citizens of the U.S. are supposed to be proud of themselves.,slate,Entailment,אזרחי ארצות הברית יכולים למחוא לעצמם כפיים על כך שהעניקו לאנושות דוגמאות למדיניות רחבת אופקים וליברלית הראויה לחיקוי.,"אזרחי ארה""ב אמורים להיות גאים בעצמם.",Entailment,Entailment
797,"Leave the river briefly to loop east around Talcy, with its Romanesque church and the 13th-century chateau of Thizy, before ending your trip at Montr??al.",It is recommended that you leave river briefly before ending your trip at Montréal.,travel,Entailment,"עזבו את הנהר לזמן קצר כדי לטייל מזרחה סביב טלסי, עם הכנסייה הרומנסקית ​​שלה והטירה תיזי מהמאה ה-13, לפני שתסיימו את הטיול שלכם במונטראל.",מומלץ לעזוב את הנהר לזמן קצר לפני סיום הטיול במונטריאול.,Entailment,Entailment
798,"Traditionally a poor island, the native population has happily embraced the new seasonal lifestyle that has brought them proserity, and the old ways have almost completely disappeared.",The old ways of the native population has almost completely faded away.,travel,Entailment,"אי עני באופן מסורתי, האוכלוסייה הילידית אימצה בשמחה את אורח החיים העונתי החדש שהביא עליהם שגשוג, ודרכי החיים הישנות כמעט ונעלמו לחלוטין",הדרכים הישנות של האוכלוסייה הילידית נמוגו כמעט לחלוטין.,Entailment,Entailment
799,"For adventurous travelers looking for an introduction to the South, the rewards are rich.","For those who prefer more safety, other options are available.",travel,Neutral,מטיילים הרפתקנים שמעוניינים להכיר את הדרום יזכו לתגמול עשיר.,"למי שמעדיף בטיחות גבוהה יותר, יש אפשרויות אחרות.",Entailment,Neutral
800,The point is not that investing in foreign companies is necessarily a mistake.,Putting money into foreign companies poses a great risk.,slate,Neutral,העניין הוא לא שהשקעה בחברות זרות היא בהכרח טעות.,הכנסת כסף לחברות זרות מהווה סיכון גדול.,Neutral,Neutral
801,"In addition to the effects on household saving choices, individual accounts may also affect the relationship and interactions between Social Security and private pensions.",Individual accounts would reduce demand for private pensions.,government,Neutral,"בנוסף להשפעות על אפשרויות החיסכון של משק הבית, חשבונות בודדים עשויים להשפיע גם על הקשר והאינטראקציות בין ביטוח לאומי לפנסיה פרטית.",חשבונות בודדים יפחיתו את הביקוש לפנסיות פרטיות.,Neutral,Neutral
802,Washington Post reports two attempts by private companies to grow embryos--a practice banned among federally funded researchers but allowed in the private sector.,The Washington Post was the first company to report on attempts of private companies growing embryos.,slate,Neutral,וושינגטון פוסט מדווח על שני ניסיונות של חברות פרטיות לגדל עוברים - מנהג שנאסר בקרב חוקרים במימון פדרלי אך מותר במגזר הפרטי.,הוושינגטון פוסט הייתה החברה הראשונה שדיווחה על ניסיונות של חברות פרטיות לגדל עוברים.,Neutral,Neutral
803,"But the explanation is institutional, not ideological.",Many experts have argued that it's impossible to separate the institutional from the ideological in the circumstances.,slate,Neutral,"אבל ההסבר הוא מוסדי, לא אידיאולוגי.",מומחים רבים טענו שאי אפשר להפריד בין הממסדי לאידיאולוגי בנסיבות אלה.,Neutral,Neutral
804,"Below the Rond-Point, the mood changes and a pleasant park leads you past two the Petit Palais, all steel and glass, and the Grand Palais.","The mood changes below the Rond-Point, and a pleasant park leads you past two the Petit Palais, all steel and glass, and the Grand Palais.",travel,Entailment,"מתחת לרונד-פוינט האווירה משתנה, ופארק חביב מוביל אותך אל מוזיאון פטי פאלה העשוי כולו מפלדה וזכוכית ואל מוזיאון הגרנד פאלה.","האווירה משתנה מתחת לרונד-פוינט, ופארק חביב מוביל אותך אל מוזיאון פטי פאלה העשוי כולו מפלדה וזכוכית ואל מוזיאון הגרנד פאלה.",Entailment,Entailment
805,Participants generally agreed that improvements in corporate governance will bring about improvements in auditing.,The participants only agreed on a few subjects.,government,Neutral,באופן כללי המשתתפים הסכימו ששיפורים בניהול תאגידי יביאו לשיפורים בביקורת החשבונות.,המשתתפים הסכימו רק על כמה נושאים.,Neutral,Neutral
806,"However, I believe that additional actions by the board and AICPA management will be needed to restore trust and confidence in the Institute over the longer-term.",Trust and confidence in the Institute have been lost forever.,government,Contradiction,"עם זאת, אני מאמין שיהיה צורך בפעולות נוספות של הדירקטוריון והנהלת AICPA כדי להחזיר את האמון והביטחון במכון בטווח הארוך יותר.",האמון והביטחון במכון אבדו לעד.,Contradiction,Contradiction
807,"The great Kanto earthquake of 1923 destroyed some 60,000 homes in Yokohama and took over 20,000 lives.",Yokohama took a long time to recover from the earthquake.,travel,Neutral,"רעידת האדמה הגדולה של 1923 בקאנטו הרסה כ-60,000 בתים ביוקוהמה והביאה למותם של מעל 20,000 בני אדם.",ליוקוהמה לקח זמן רב להתאושש מרעידת האדמה.,Neutral,Neutral
808,"Due to the amount of information now available, power has shifted from the physician to the patient.",Doctors have more power than ever thanks to better data availability.,government,Contradiction,"לאור כמויות המידע הזמין כיום, הכוח עבר מהרופא אל המטופל.",לרופאים יש יותר כוח מאי פעם הודות לזמינות גבוהה יותר של דאטה.,Contradiction,Contradiction
809,"There is also an archaeological museum that displays older relics, including examples of Mycenaean pottery.",The museum is completely empty and doesn't have anything in it.,travel,Contradiction,"יש גם מוזיאון ארכיאולוגי המציג שרידים ישנים יותר, כולל דוגמאות של כלי חרס מִיקֶנִיִּים.",המוזיאון ריק לחלוטין ואין בו כלום.,Contradiction,Contradiction
810,There are nonetheless a number of practices and alternative strategies that senior executives in leading organizations use to help define and institute their CIO positions to effectively meet business needs.,There are no practices and strategies that can help CIO positions to meet business needs at the moment.,government,Contradiction,"עם זאת, ישנם מספר פרקטיקות ואסטרטגיות חלופיות שמנהלים בכירים בארגונים מובילים משתמשים בהן כדי לעזור להגדיר ולייסד את תפקידי ה-CIO שלהם כדי לענות ביעילות על הצרכים העסקיים.",אין שיטות ואסטרטגיות שיכולות לעזור לתפקידי CIO לענות על הצרכים העסקיים כרגע.,Contradiction,Contradiction
811,Research over the last 20 years has changed the scientific view of life.,The last 5 years of research have a higher proportion influence.,slate,Neutral,המחקר ב-20 השנים האחרונות שינה את התפיסה המדעית בנוגע לחיים.,למחקר בחמש השנים האחרונות יש השפעה גדולה יותר.,Neutral,Neutral
812,"For the moment, he sought refuge in retreat, and left the room precipitately. ",He stayed put and sat on the floor.,fiction,Contradiction,"לעת עתה, הוא חיפש מקלט בעודו נסוג, ויצא מהחדר בזריזות.",הוא נשאר במקום והתיישב על הרצפה.,Contradiction,Contradiction
813,"He thought about ways to achieve this life goal for a long time, which means until he learned the basics of text editing, which happened at his first job at a firm trading in plastic bags landfill disposal permits.",He thought about ways to achieve his life goals for a long time.,fiction,Entailment,"במשך זמן רב הוא חשב על דרכים להשיג את מטרת החיים הזו, כלומר - עד שלמד את היסודות של עריכה לשונית, בעבודתו הראשונה בחברה שסחרה בהיתרי סילוק של שקיות ניילון.",הוא חשב על דרכים להשיג את מטרות חייו במשך זמן רב.,Entailment,Entailment
814,"Kofukuji's many surviving artworks and artifacts are housed in its newest building, the Museum of National Treasures, a fireproof repository built in 1958 to honor Kofukuji's immense cultural and historic importance.",The fireproof repository built in 1958 is considered to be enough to protect the artifacts.,travel,Entailment,"יצירות האמנות הרבות של קופוקוג'י אשר שרדו, שוכנות בבניין החדש ביותר שלו, המוזיאון לאוצרות לאומיים, מאגר חסין אש שנבנה ב-1958 כדי לכבד את חשיבותו התרבותית וההיסטורית העצומה של קופוקוג'י.",המאגר חסין האש שנבנה בשנת 1958 נחשב מספיק כדי להגן על החפצים.,Neutral,Entailment
815,We have a problem concerning gift etiquette.,The problem we have with gift etiquette is people not knowing how to choose appropriate gifts.,slate,Neutral,יש לנו בעיה לגבי כללי ההתנהגות המקובלים עם מתנות.,הבעיה שיש לנו עם כללי התנהגות עם מתנות היא שאנשים לא יודעים איך לבחור מתנות מתאימות.,Neutral,Neutral
816,The Inglethorps did not appear.,The Inglethorps were the first ones to turn up.,fiction,Contradiction,משפחת אינגלטרופ לא הופיעה.,משפחת אינגלטרופ הייתה הראשונה שהופיעה.,Contradiction,Contradiction
817,"Today, as always, the time-honored occupations of fishing and farming support Martinique's fragile existence the delicious rum also helps.",Martinique makes more money from fishing than from farming.,travel,Neutral,"כיום, כפי שהיה מאז ומעולם, קיומה השברירי של מרטיניק מתאפשר בזכות מקצועות ותיקים של דיג וחקלאות, והרום הטעים עוזר גם הוא.",מרטיניק מרוויחה יותר כסף מדיג מאשר מחקלאות.,Neutral,Neutral
818,"The Ottoman Empire surrendered when World War I ended the following year, and, following a declaration by the League of Nations (the forerunner to the United Nations), Britain became rulers of Palestine by mandate.","If the Ottoman Empire never surrendered, Palestine wouldn't have been ruled by the British.",travel,Neutral,"האימפריה העות'מאנית נכנעה בשנה שלאחר מכן, כשמלחמת העולם הראשונה הסתיימה, ובעקבות הצהרת חבר הלאומים (גלגולו הקודם של האו""ם) - בריטניה קיבלה את המנדט לשלוט על פלשתינה.","לולא הייתה נכנעת האימפריה העות'מאנית, פלשתינה לא הייתה נשלטת על ידי הבריטים.",Neutral,Neutral
819,We developed technical assistance funds for creative planning projects and obtained a $15.,No technical assistance funds for creative projects were developed.,government,Contradiction,פיתחנו קרנות סיוע טכני לפרויקטים של תכנון יצירתי והשגנו $15.,לא פותחו קרנות סיוע טכני לפרויקטים יצירתיים.,Contradiction,Contradiction
820,"I have done my best to target unpopulated areas at unpopulated times, but the guilt still weights heavy on my soul.'",Many people have died even though the areas were supposed to be unpopulated.,fiction,Neutral,"עשיתי כמיטב יכולתי לכוון לאזורים לא מאוכלסים בזמנים שהם לא אמורים להיות מאוכלסים, אבל תחושת האשמה עדיין מכבידה על נשמתי.",אנשים רבים מתו למרות שהאזורים היו אמורים להיות לא מאוכלסים.,Neutral,Neutral
821,Thurmond announced a few weeks ago that he won't run again.,Thurmond was defeated in six previous elections.,slate,Neutral,ת'רמונד הודיע ​​לפני כמה שבועות שהוא לא יתמודד שוב.,ת'רמונד הובס בשש מערכות בחירות קודמות.,Neutral,Neutral
822,Auditors will need to exercise professional judgment in assessing the significance of audit results or findings.,Auditors are not responsible for the assessment of audit results.,government,Contradiction,אודיטורים יצטרכו להפעיל שיקול דעת מקצועי כשהם מעריכים את המשמעות של תוצאות או ממצאי ביקורת חשבונות.,אודיטורים אינם אחראים על הערכת התוצאות של ביקורת חשבונות.,Contradiction,Contradiction
823,"Moreover, the realignment will help us to enhance our longterm capacity by improving recruitment and retention; building a succession plan; focusing on emerging issues; and leveraging technology opportunities for improvements to clients, processes, and employees.",Long term capacity will be improved by the realignment.,government,Entailment,"יתרה מכך, ההיערכות מחדש תעזור לנו לשפר את היכולת שלנו לטווח ארוך בעזרת שיפור הגיוס והשימור; בניית תכנית ירושה; התמקדות בבעיות שצצות; ומינוף הזדמנויות טכנולוגיות לבצע שיפורים אצל הלקוחות, התהליכים והעובדים.",היכולת לטווח ארוך תשתפר באמצעות ההיערכות מחדש.,Entailment,Entailment
824,The lot upon which it is being built had been vacant.,The lot had been vacant.,government,Entailment,המגרש שעליו בונים את זה היה פנוי.,המגרש היה פנוי.,Entailment,Entailment
825,"Or he hasn't really thought it through, which itself would cast doubt on the depth of his faith.",His faith may be lacking.,slate,Entailment,"או שהוא לא באמת חשב על זה עד הסוף, מה שכשלעצמו מעורר ספק בעומק אמונתו.",אולי אמונתו לוקה בחסר.,Entailment,Entailment
826,We could use their assistance should it be needed.,We might need help every day.,fiction,Neutral,נוכל להיעזר בסיוע שלהם אם יהיה צורך בכך.,ייתכן שכל יום נצטרך עזרה.,Neutral,Neutral
827,The result was the four Raphael Rooms (Stanze di Raffaello).,The result was 3 Raphael Rooms.,travel,Contradiction,התוצאה הייתה ארבעת חדרי רפאל (Stanze di Raffaello).,התוצאה הייתה 3 חדרי רפאל.,Contradiction,Contradiction
828,Grand row!,"It was a good row, but it could've been better.",fiction,Neutral,חתירה מעולה!,"זו הייתה חתירה טובה, אבל היה יכול להיות טוב יותר.",Neutral,Neutral
829,"Pointe Pitre's cathedral, the Basilique Saint-Pierre et Saint-Paul, features unusual metal columns and balconies.",The unusual polystyrene columns and balconies of the Basilique Saint-Pierre et Saint-Paul can be found in Pointe Pitre.,travel,Contradiction,"הקתדרלה של פואנט-א-פיטר, בזיליקת סן פייר וסן פול, כוללת עמודי מתכת ומרפסות ייחודיות.",ניתן למצוא את עמודי הקלקר והמרפסות הייחודיות של בזיליקת סן פייר וסן פול בפואנט-א-פיטר.,Contradiction,Contradiction
830,Major tourist shops have forms and details.,The major tourist shops don't have forms.,travel,Contradiction,לחנויות תיירות גדולות יש טפסים ומידע.,לחנויות התיירים הגדולות אין טפסים.,Contradiction,Contradiction
831,"Serious auto racing arrived in Las Vegas in 1996 with the opening of the Las Vegas Motor Speedway, 17 miles (27 km) north of Downtown on Interstate 15.",The Las Vegas Motor Speedway continues to be the city's top tourist attraction.,travel,Neutral,"מירוצי מכוניות רציניים הגיעו ללאס וגאס בשנת 1996 עם פתיחתו של כביש המהיר של לאס וגאס, 27 ק""מ צפונית למרכז העיר בכביש המהיר 15.",הכביש המהיר של לאס וגאס ממשיך להיות האטרקציה התיירותית המובילה של העיר.,Neutral,Neutral
832,"He was watching Muller as if the sergeant, rather than his men, was the focal point of any future attack.","Muller had something fascinating about him, so he attracted all the attention.",fiction,Neutral,"הוא התבונן במולר כאילו הסַמָּל, ולא אנשיו, הוא הפוקוס של כל מתקפה עתידית.","היה במולר משהו מרתק, ולכן הוא משך את כל תשומת הלב.",Neutral,Neutral
833,"I could feel gazes on my back; people peering out from between curtains, stealing glimpses through letterboxes.",It was very strange to feel like people were watching us.,fiction,Neutral,"יכולתי להרגיש מבטים נעוצים בְּגבי; אנשים מציצים מבין הווילונות, דרך תיבות דואר.",ההרגשה שאנשים צופים בנו הייתה מאוד מוזרה.,Neutral,Neutral
834,Good.' Natalia glared.,Natalia smiled.,fiction,Contradiction,טוֹב. נטליה נעצה מבט נוקב.,נטליה חייכה.,Contradiction,Contradiction
835," ""All whose true names they could find, that is,"" Garm amended.",Everyone's true name they could find was added to the book.,fiction,Neutral,"כל מי שהם יכלו למצוא את השם האמיתי שלו, ליתר דיוק, תיקן גארם.",שמו האמיתי של כל אחד שהם יכלו למצוא התווסף לספר.,Neutral,Neutral
836,"Since 1917, Grand Central Market (at 317 South Broadway) has provided the city with a daily cornucopia of enticing fresh produce, fish, poultry, meat, and exotic foodstuffs.",Up until 1917 was when the Central Market gave away free food.,travel,Contradiction,"מאז 1917, גרנד סנטרל מרקט (ב-317 South Broadway) סיפק לעיר שפע יומי של תוצרת טרייה אטרקטיבית, דגים, עופות, בשר ומוצרי מזון אקזוטיים.","עד שנת 1917, הסנטרל מרקט סיפק אוכל חינם.",Neutral,Contradiction
837,"A few schools, including Harvard, New York and Georgetown universities, already have them.","They are already in Harvard, New York and Georgetown universities.",government,Entailment,"כמה בתי ספר, כולל אוניברסיטאות הרווארד, ניו יורק וג'ורג'טאון, כבר מחזיקים אותם.","הם כבר נמצאים באוניברסיטאות הרווארד, ניו יורק וג'ורג'טאון.",Entailment,Entailment
838,"In such circumstances, auditors may issue a limited official use report containing such information and distribute the report only to those parties responsible for acting on the auditors' recommendations.",Auditors can issue a limited official use report that has such information.,government,Entailment,"בנסיבות שכאלה, רואי החשבון עשויים להנפיק דו""ח שימוש רשמי מוגבל המכיל מידע שכזה ולהפיץ את הדו""ח רק בקרב אותם גורמים שאחראים לפעול על פי המלצותיהם.",רואי חשבון יכולים להוציא דוח שימוש רשמי מוגבל המכיל מידע כזה.,Entailment,Entailment
839,"He was writing a warning, not a prescription.","The police officer was writing a warning ticket, not a prescription from a doctor.",slate,Neutral,"הוא כתב אזהרה, לא מרשם.","השוטר כתב כרטיס אזהרה, לא מרשם מרופא.",Entailment,Neutral
840,Sometimes such funds are devoted to retraining existing nontechnical personnel to supply them with IT expertise.,Sometimes the funds are devoted to retraining existing nontechnical personnel so they understand how to program their computers.,government,Neutral,"לפעמים הכספים האלה מוקדשים להכשרת עובדים לא טכניים שכבר מועסקים בחברה, כדי לספק להם מומחיות IT.","לפעמים הכספים מוקדשים להכשרת עובדים לא טכניים שכבר מועסקים בחברה, כדי שילמדו איך לתכנת את המחשבים שלהם.",Neutral,Neutral
841,"Given the assumptions and economic drivers in each of the scenarios, the AMIGA model calculates the capital investment, operation and maintenance, and fuel costs necessary to meet consumer demand for electricity.",The AMIGA model finds the capital investment.,government,Entailment,"בהינתן ההנחות והמניעים הכלכליים בכל אחד מהתרחישים, מודל AMIGA מחשב את השקעת ההון, התפעול והתחזוקה ועלויות הדלק הנחוצות כדי לענות על דרישת הצרכנים לחשמל.",מודל AMIGA מוצא את השקעת ההון.,entailment,Entailment
842,"All the discoveries have been made by Japp, and Japp will take all the credit. ","Japp made no discoveries, and will not be honored.",fiction,Contradiction,"כל התגליות בוצעו על ידי ג'אפ, וג'אפ ייקח את כל הקרדיט.","ג'אפ לא גילה שום תגלית, ולא יזכה לכבוד.",Contradiction,Contradiction
843,You outwitted me.,You have never outwitted me.,fiction,Contradiction,הצלחת להערים עליי.,אף פעם לא הצלחת להערים עליי.,Contradiction,Contradiction
844,He was lecherous and strange.,He had a normal attitude.,slate,Contradiction,הוא היה סוטה ומוזר.,הייתה לו גישה נורמלית.,Contradiction,Contradiction
845,"For Columns 5 though 8, the only amounts that change in lines 1  and  2, compared to columns 1 through 4, are outbound attributable cost and inbound revenue.",Only the outbound attributable cost and inbound revenue change in lines 1 and 2 in columns 5 through 8.,government,Entailment,"עבור עמודות 5 עד 8, הסכומים היחידים המשתנים בשורות 1 ו-2, בהשוואה לעמודות 1 עד 4, הם עלות מיוחסת יוצאת והכנסה נכנסת.",רק העלות המיוחסת היוצאת וההכנסה הנכנסת משתנות בשורות 1 ו-2 בעמודות 5 עד 8.,entailment,Entailment
846,"You did not mention his name this afternoon, or I would have suggested your going to him for further information with my card as introduction.",He and I are good friends.,fiction,Neutral,"לא הזכרת את שמו היום אחר הצהריים, אחרת הייתי מציע לך ללכת אליו כדי לבקש מידע נוסף, ולהציג לו בהתחלה את הכרטיס שלי.",הוא ואני חברים טובים.,Neutral,Neutral
847,This brought forth a small number of articulate dissensions.,This brought up happy feelings and warmth.,slate,Contradiction,זה הביא למספר קטן של חילוקי דעות מפורשים.,זה עורר שמחה וחמימות.,Contradiction,Contradiction
848,"In some states, it may be possible to develop and implement statewide initiatives to improve service delivery, increase resources, and enhance the capacity of the system to meet the civil legal needs of all low-income people without altering service areas or historical relationships.",In no states will it be necessary to develop and implement statewide initiatives.,government,Contradiction,"במדינות מסוימות, ייתכן שניתן יהיה לפתח וליישם יוזמות כלל-מדינתיות לשיפור מתן השירות, הגדלת המשאבים והגברת היכולת של המערכת לענות על הצרכים המשפטיים האזרחיים של כל בעלי ההכנסה הנמוכה מבלי לשנות אזורי שירות או מערכות יחסים היסטוריות.",בשום מדינות לא יהיה צורך לפתח וליישם יוזמות כלל-מדינתיות.,Contradiction,Contradiction
849,Your guess is as good as mine.,I don't know how many votes he got.,slate,Neutral,הניחוש שלך טוב כמו שלי.,אני לא יודע כמה קולות הוא קיבל.,Entailment,Neutral
850,Someone was applauding.,A person applauded.,fiction,Entailment,מישהו מחא כפיים.,איש אחד מחא כפיים.,Entailment,Entailment
851,"This is a colourful Middle Eastern-Yemenite restaurant (where the downstairs is expensive, and the upstairs is less formal) with an interesting menu of meat and offal.",The restaurant serves Middle Eastern-Yemenite food.,travel,Entailment,"זוהי מסעדה מזרח תיכונית-תימנית צבעונית (הקומה התחתונה יקרה, והקומה העליונה פחות רשמית) עם תפריט מעניין של בשר ואיברים פנימיים.",המסעדה מגישה אוכל מזרח תיכוני-תימני.,Entailment,Entailment
852,Table 7-1 shows a summary of resource demand and its effect on current supply.,The table shows a summary of the resources in demand.,government,Entailment,טבלה 7-1 מציגה סיכום של הביקוש למשאבים והשפעתו על ההיצע השוטף.,הטבלה מציגה סיכום של המשאבים המבוקשים.,Entailment,Entailment
853,"Yes, continued Whittington.",Whittington said no.,fiction,Contradiction,"כן, המשיך וויטינגטון.",וויטינגטון אמר שלא.,Contradiction,Contradiction
854,"Unless otherwise noted, hotels take all major credit cards.",Hotels accept credit cards as payment unless otherwise stated.,travel,Entailment,"אלא אם צוין אחרת, בתי מלון מקבלים את כל כרטיסי האשראי הנפוצים.",מלונות מקבלים כרטיסי אשראי כתשלום אלא אם צוין אחרת.,Entailment,Entailment
855,"Warn't no Apaches, that's for certain.","It wasn't the Apaches, certainly.",fiction,Entailment,בהחלט לא היו אפאצ'ים.,"אלה לא היו האפאצ'ים, בוודאות.",Entailment,Entailment
856,The Commission prepared a Final Regulatory Flexibility Analysis pursuant to section 604.,The Commission put together a Final Regulatory Flexibility Analysis that went against Section 604.,government,Contradiction,הוועדה הכינה ניתוח סופי של גמישות רגולטורית בהתאם לסעיף 604.,הוועדה ערכה ניתוח סופי של גמישות רגולטורית שיצא נגד סעיף 604.,Contradiction,Contradiction
857,"Kuala Kangsar has long been famous for Malay College, set amid spacious grounds near the center of town, a prestigious and exclusive school for the Malay aristocracy since it was founded by the British in 1904.",Malay College was know for taking in any student regardless of their background.,travel,Contradiction,"קואלה קנגסאר כבר מזמן מפורסמת בזכות הקולג' המָלָאִי, השוכן בשטח רחב ידיים ליד מרכז העיר, ומהווה בית ספר יוקרתי ואקסקלוסיבי לאצולה המלאית מאז שנוסד על ידי הבריטים ב-1904.",המכללה המָלָאִית הייתה ידועה בכך שהיא קולטת כל סטודנט בלי קשר לרקע שלו.,Contradiction,Contradiction
858,"By the 11th century, the caliphate had splintered into a mosaic of fractious states 26 at one point, and the Balearics became an independent emirate.",The caliph was still a very important position of power.,travel,Neutral,"עד המאה ה-11, הח'ליפות התפצלה לפסיפס של שברי מדינות, שבשלב מסוים מספרן היה 26, והבלאריים הפכו לאמירות עצמאית.",הח'ליף עדיין היה עמדת כוח חשובה מאוד.,Neutral,Neutral
859,"It's now a school, the Colegio de Santo Domingo.",It was established in 1854.,travel,Neutral,"עכשיו זה בית ספר, ""קולחיו דה סנטו דומינגו"".",הוא הוקם בשנת 1854.,Neutral,Neutral
860,"These laws emphasize involving senior executives in information management decisions, appointing senior-level chief information officers, and using performance measures to assess the contribution of technology in achieving mission results.",There are laws that involve how senior executives make information management decisions in public companies.,government,Neutral,"חוקים אלו שמים דגש על שיתוף מנהלים בכירים בהחלטות ניהול מידע, מינוי קציני מידע ראשיים ושימוש במדדי ביצוע להערכת תרומת הטכנולוגיה בהשגת תוצאות המשימה.",ישנם חוקים הכרוכים באופן שבו מנהלים בכירים מקבלים החלטות ניהול מידע בחברות ציבוריות.,Neutral,Neutral
861,"It was a smaller room than the one downstairs, and there was something peculiarly airless about the atmosphere of it.",The room had a stifling atmosphere with a boarded up window.,fiction,Neutral,"זה היה חדר קטן יותר מזה שבקומה התחתונה, והוא עורר תחושה מחניקה מוזרה.",בחדר שררה אווירה מחניקה והיה בו חלון מכוסה בקרשים.,Entailment,Neutral
862,"A delightful series of dioramas then introduce Peter Rabbit, Mrs. Tiggi-Winkle, and Squirrel Nutkin, among others, set in scenes taken from Potter's books.",Potter's Peter Rabbit is a popular childhood character.,travel,Neutral,"דרך סדרה מקסימה של דיורמות אנו מכירים בין השאר את פיטר הארנב, גברת טיגי וינקל והסנאי נאטקין, ערוכים בסצנות הלקוחות מספריו של פוטר.",פיטר הארנב של פוטר הוא דמות אהובה מהילדות.,Neutral,Neutral
863,"Its principal scandal reporter, Ambrose Evans-Pritchard, has published lots of stories on the suicide.",The suicide being covered was caused by a self-inflicted gunshot wound to the head.,slate,Neutral,"כתב השערוריות העיקרי שלהם, אמברוז אוונס-פריצ'רד, פרסם הרבה סיפורים על התאבדות.",ההתאבדות שסוקרה בתקשורת נגרמה כתוצאה מפצע ירי בראש.,Neutral,Neutral
864,"I never like to leave Canada, because I'm disappointed every time.",There is no way I will ever travel outside of Canada again since it is disappointing.,slate,Neutral,"אני אף פעם לא אוהב לעזוב את קנדה, כי אני מאוכזב בכל פעם מחדש.",אין סיכוי שאי פעם אסע שוב מחוץ לקנדה מכיוון שזה מאכזב.,Entailment,Neutral
865,"Jon ran behind a building not yet aflame, the house where Susan had stayed a few days earlier, and prayed to any god who might be listening that they would not find any enemies behind it.",Every building was on fire.,fiction,Contradiction,"ג'ון רץ מאחורי בניין שעדיין לא התחיל לבעור, אותו הבית שבו שהתה סוזן כמה ימים קודם לכן, והתפלל לכל אל שמוכן לשמוע אותו, שאין מאחוריו אויבים.",כל בניין עלה באש.,Contradiction,Contradiction
