,original_annotator_labels,genre,original_label,pairID,promptID,sentence1,translation1,sentence2,translation2,hebrew_label
778,['entailment'],travel,Entailment,47268e,47268,"In the southeast corner of the courtyard is the Turkish Sultana's House, or Hujra-i-Anup Talao (the Chamber of the Peerless Pool); animals covering every wall panel and pillar create the illusion of woodwork rather than stone.","בפינה הדרום-מזרחית של חצר בית הסולטן הטורקי, Hujra-i-Anup Talao (החדר של ה-Peerless Pool); עיטורים של בעלי חיים המכסים כל לוח קיר וכל עמוד יוצרים אשליה של עבודת עץ ולא של אבן.",There are a number of animals on the wall panels.,על לוחות הקיר יש מספר בעלי חיים.,entailment
779,['contradiction'],slate,Contradiction,51836c,51836,Women are so large a part of the labor force that it is hard to believe that this could be true of the total if it were not also true of women.,"נשים הן חלק כה גדול מכוח העבודה, עד שקשה להאמין שזה יכול להיות נכון לגבי הכלל אם זה לא היה נכון גם לגבי נשים.",Men are a huge part of the labor force so they are the only ones that matter.,גברים הם חלק עצום מכוח העבודה ולכן הם היחידים שחשובים.,contradiction
780,['contradiction'],slate,Contradiction,106678c,106678,"here, where you should click the FIFA Online link, which you'll find on the left (under THE BASICS).","כאן, איפה שאתה אמור ללחוץ על הקישור FIFA Online, שתמצא בצד שמאל (תחת ""מידע בסיסי"").","You'll have to click the FIFA link over to the right, above THE BASICS.","תצטרך ללחוץ על הקישור של FIFA מימין, מעל ""מידע בסיסי"".",contradiction
781,['contradiction'],travel,Contradiction,30664c,30664,It took the advent of jetliners and cruise ships for that to happen.,הופעתם של מטוסי סילון וספינות שייט אפשרה לזה לקרות.,There are no cruise ships in the area.,אין ספינות שייט באזור.,contradiction
782,['neutral'],slate,Neutral,107683n,107683,By these criteria Kinsey fares well.,"לפי הקריטריונים האלה, קינסי הצליח יפה.",Kinsey's research is useful in the modern era.,המחקר של קינסי שימושי בעידן המודרני.,neutral
783,['neutral'],government,Neutral,14863n,14863,Longabaugh noted that new and creative interventions may be developed in the ED that the rest of the field will want to adapt and explore.,לונגבאו ציין כי עשויות להתפתח שיטות טיפול חדשות ויצירתיות ב-ED ששאר התחום ירצה לאמץ ולחקור.,Longabaugh is an investigative journalist with more than thirty years experience.,לונגבאו הוא עיתונאי חוקר בעל יותר משלושים שנות ניסיון.,neutral
784,['entailment'],government,Entailment,23454e,23454,"Adrienne Worthy, executive director of Legal Aid, said her agency will receive $400,000 less in federal funds in 2003, because the 2000 Census found 30,000 fewer poor people in West Virginia.","אדריאן וורת'י, מנכ""לית Legal Aid, אמרה שהסוכנות שלה תקבל 400,000 דולר פחות מקרנות פדרליות ב-2003, מכיוון שמפקד האוכלוסין של 2000 מצא שבמערב וירג'יניה יש 30,000 עניים פחות.",Federal funds are dependent upon the populous which they serve.,קרנות פדרליות תלויות באוכלוסייה שהן משרתות.,entailment
785,['neutral'],travel,Neutral,52867n,52867,"The show is at its best on weekend afternoons, with everything from beach boys on unicycles to rock musicians on roller blades.","המופע במיטבו בימי סוף השבוע אחר הצהריים, ואפשר לראות שם הכול, החל מנערי חוף על חד אופן ועד רוקרים מחליקים על רולר בליידס.","The show is still pretty good in the morning, but not its best.","המופע עדיין די טוב בבוקר, אבל לא במיטבו.",neutral
786,['neutral'],slate,Neutral,125424n,125424,"Randall tells the Enquirer the baby, Jefferson, is named after 19 th century comic actor Joseph Jefferson but does not say if Randall actually attended any of the actor's performances.","רנדל אומר לשואל שהתינוק, ג'פרסון, נקרא על שמו של השחקן הקומי ג'וזף ג'פרסון מהמאה ה-19, אבל לא אומר אם רנדל באמת נכח באחת ההופעות של השחקן.",Randall did in fact attend many of Jefferson's performances.,רנדל אכן נכח ברבות מההופעות של ג'פרסון.,neutral
787,['contradiction'],travel,Contradiction,140424c,140424,"The inner courtyard, the Nasal Chowk, is one of the few that can be visited.","החצר הפנימית, נאסאל צ'וק (Nasal Chowk), היא אחת הבודדות שניתן לבקר בהן.",Nasal Chowk is not open to the public.,נאסאל צ'וק (Nasal Chowk) אינה פתוחה לציבור.,contradiction
788,['neutral'],fiction,Neutral,79160n,79160,Sir James Peel Edgerton said you would be able to manage that for me.,סר ג'יימס פיל אדגרטון אמר שאתה תוכל לנהל את זה בשבילי.,Sir James Peel Edgerton was lying when he told me you could manage that for me.,סר ג'יימס פיל אדגרטון שיקר כשהוא אמר לי שאתה יכול לנהל את זה בשבילי.,neutral
789,['neutral'],government,Neutral,126630n,126630,So the reverse hypothesis could be just as valid.,אז ההשערה ההפוכה יכולה להיות תקפה באותה מידה.,The opposite theory could be just as valid or worse.,התיאוריה ההפוכה יכולה להיות תקפה באותה מידה או גרועה יותר.,neutral
790,['neutral'],slate,Neutral,63075n,63075,"In the new version, Reich sticks to the transcript and accurately quotes Saxton droning on at length about studies and Godfather's Pizza.","בגרסה החדשה, רייך דבק בתמליל ומצטט במדויק את סקסטון מדבר בהרחבה על לימודים ו״הפיצה של הסנדק״.",Reich's version is accurate.,הגרסה של רייך מדויקת.,neutral
791,['neutral'],slate,Neutral,25721n,25721,But what about the other editors of the Daily Cal who couldn't say they'd been martyred at a campus once renowned for its leftism?,"אבל מה עם העורכים האחרים של הדיילי קאל, שלא יכלו לומר שהם סבלו בשם האמונות שלהם, בקמפוס שפעם נודע בשמאלנות שלו?",Some editors of the Daily Cal mentioned that the campus was once leftist.,כמה עורכים של הדיילי קאל ציינו שהקמפוס היה פעם שמאלני.,neutral
792,['contradiction'],travel,Contradiction,62731c,62731,"Sewage was thrown into the streets from upstairs windows, accompanied by shouts of  Gardeyloo!","שפכים הושלכו לרחובות מחלונות בקומה העליונה, בליווי צעקות ""גארדיילו!""",Sewage poured into upstairs windows from the streets while people whispered to each other.,ביוב נשפך מהרחובות לחלונות בקומה העליונה בזמן שאנשים לחשו זה לזה.,contradiction
793,['neutral'],government,Neutral,26388n,26388,"Such a program, coupled with appropriate measures to address local concerns, would provide significant health benefits even as we increase energy supplies and maintain reasonable electricity rates.","תוכנית כזו, יחד עם אמצעים מתאימים לטיפול בעניינים מקומיים, תספק יתרונות בריאותיים משמעותיים גם כאשר אנו מגדילים את אספקת האנרגיה ושומרים על תעריפי חשמל סבירים.","Significant health benefits are worth many costs, as they save the economy a lot of money anyway.","יתרונות בריאותיים משמעותיים שווים עלויות רבות, שכן הם חוסכים לכלכלה הרבה כסף בכל מקרה.",neutral
794,['contradiction'],travel,Contradiction,141423c,141423,"At first this resulted in an Independent Kingdom of Mallorca, under Jaume II, followed by Sanc and Jaume III.","בהתחלה זה הביא להקמת ממלכה עצמאית של מיורקה, תחת ז'אומה השני, ואחריו סאנצ׳ו (Sanç) וז'אומה השלישי.",Jaume II followed Jaume III as leader of Mallorca.,ז'אומה השני ירש את ז'אומה השלישי כמנהיג מיורקה.,contradiction
795,['contradiction'],government,Contradiction,138930c,138930,"An environmental expert may study the winds that flowed from the old Wingate landfill incinerator's smokestacks, and identify wide areas where people may have been exposed to toxic chemicals.","מומחה לאיכות הסביבה יכול לחקור את הרוחות שנושבות מהארובות של משרפת המזבלה הישנה של וינגייט, ולזהות שטחים רחבים שבהם אנשים עשויים להיחשף לכימיקלים רעילים.",Trying to identify placed where people could have been exposed to toxic chemicals is impossible.,הניסיון לזהות מקומות שבהם אנשים עלולים להיחשף לכימיקלים רעילים הוא בלתי אפשרי.,contradiction
796,['contradiction'],fiction,Contradiction,138375c,138375,You and Tuppence have been sticking together like Siamese twins.,אתה וטאפנס הייתם צמודים כמו תאומים סיאמיים.,You and Tuppence have barely seen each other.,אתה וטאפנס בקושי ראיתם אחד את השני.,contradiction
797,['neutral'],slate,Neutral,114392n,114392,News accounts agree that Arafat has finally shed his image as a terrorist and is now being honored by the White House not only as a virtual head of state but as the indispensable player in the peace process.,"ערוצי חדשות שונים מסכימים שערפאת השיל סוף סוף את תדמיתו כטרוריסט, וכעת זוכה לכבוד בבית הלבן לא רק כראש מדינה מדומה, אלא כשחקן חיוני בתהליך השלום.",Arafat has a distaste for terrorism and wants to be peaceful in america,לערפאת יש סלידה מטרור והוא רוצה לקדם שלום בשהותו אמריקה,neutral
798,['contradiction'],fiction,Contradiction,36406c,36406,We have the advantage tonight.,יש לנו את היתרון הערב.,We do not have the advantage tonight.,אין לנו היתרון הערב.,contradiction
799,['entailment'],fiction,Entailment,2819e,2819,"Locked up in the desk in the boudoir, they found a will of Mrs. Inglethorp's, dated before her marriage, leaving her fortune to Alfred Inglethorp.","הם מצאו את צוואתה של גברת אינגלתורפ נעולה במגירת שולחן העבודה של חדר השינה; תאריך הצוואה היה לפני נישואיה, והיא הותירה את הונה לאלפרד אינגלתורפ.","They found Mrs. Inglethorp's will, which left all her fortune to Alfred Inglethorp.","הם מצאו את צוואתה של גברת אנגלתורפ, שהותירה את כל הונה לאלפרד אנגלתורפ.",entailment
800,['contradiction'],fiction,Contradiction,107091c,107091,His next two shots landed in the chests of two riders carrying long bladed sticks.,שתי היריות הבאות שלו פגעו בחזה של שני רוכבים שנשאו מקלות מחודדים וארוכים.,He missed the riders completely.,הוא החטיא לגמרי את הפגיעה ברוכבים.,contradiction
801,['neutral'],slate,Neutral,122128n,122128,"Insofar as the best Japanese corporations are not the global hegemons we once thought they would be, it may be because everyone else has learned from them, which is of course exactly how competitive markets are supposed to work.","אף שהתאגידים היפניים הטובים ביותר אינם ההגמוניות הגלובליות שפעם חשבנו שהם יהיו, יכול להיות שזה בגלל שכולם למדו מהם, וזה כמובן בדיוק איך שהשווקים התחרותיים אמורים להתנהל.",Japanese corporations were global leaders in the 20th century.,תאגידים יפניים היו מובילים גלובליים במאה ה-20.,neutral
802,['contradiction'],fiction,Contradiction,79273c,79273,We'll handle this.',אנחנו נטפל בזה.,It is too much for us.,זה יותר מדי בשבילנו.,contradiction
803,['neutral'],government,Neutral,110696n,110696,"It conducts numerous CLE accredited trainings each year, and coordinates bi-monthly statewide task force meetings in the areas of family, housing, public benefits, consumer, immigration and seniors law.","היא עורכת כל שנה הדרכות רבות שמאושרת על ידי CLE, ומתאמת פגישות דו-חודשיות אצל כוחות משימה בכל רחבי המדינה בתחומי המשפחה, דיור, הטבות ציבוריות, צרכנות, הגירה ודיני קשישים.",Many people attend statewide task force meetings in all offered topics.,אנשים רבים משתתפים בישיבות של כוח המשימה בכל רחבי המדינה בכל הנושאים המוצעים.,neutral
804,['neutral'],government,Neutral,101279n,101279,"For example, one industry case study organization sponsors a 3-month course to retrain about 2,000 legacy employees in project management skills.","לדוגמה, ארגון מחקר אחד בתעשייה נותן חסות לקורס בן 3 חודשים להכשיר כדי מחדש כ-2,000 עובדים ותיקים במיומנויות ניהול פרויקטים.","One case study organization sponsors a course that lasts 3 months and costs $10,000 for the company to enroll in.","ארגון מחקר אחד נותן חסות לקורס שנמשך 3 חודשים וההרשמה אליו עולה 10,000 דולר עבור החברה.",neutral
805,['contradiction'],fiction,Contradiction,7270c,7270,"Great billowing streaks of flame, snaking to heaven and coiling up the sky.","לשונות אש עצומות מתנשאות מעלה, מתנחשלות למרום ומתפתלות אל השמיים.","There was no fire, smoke or flames.","לא היו אש, עשן או להבות.",contradiction
806,['entailment'],slate,Entailment,67398e,67398,TV is the most important medium for conveying history.,טלוויזיה היא המדיום החשוב ביותר להעברת מידע היסטורי.,TV is the most important medium for showing history.,טלוויזיה היא המדיום החשוב ביותר להצגת ההיסטוריה.,entailment
807,['contradiction'],travel,Contradiction,77776c,77776,"Israelis are delighted that people from everywhere visit their country, and welcome you with genuine warmth.","הישראלים שמחים שאנשים מכל מקום שהוא מבקרים בארצם, ויקבלו אתכם בחום אמיתי.",Israelis are cold toward travelers.,ישראלים נוהגים בקור כלפי תיירים.,contradiction
808,['contradiction'],slate,Contradiction,107785c,107785,"Oh well, if we're not destined for matrimony in this lifetime, perhaps circumstances will someday allow me to buy you a beer or Dr Pepper or something.","נו טוב, אם לא נועדנו להתחתן בגלגול הזה, אולי הנסיבות יאפשרו לי מתישהו לקנות לך בירה או ד""ר פפר או משהו.","If we are married, I will buy you a beer or a Dr. Pepper.","אם נתחתן, אקנה לך בירה או ד""ר פפר.",contradiction
809,['entailment'],slate,Entailment,144779e,144779,"Praise goes to Kirstie Alley, who plays an aging ex-model now in the lingerie  Less frenetic than Lucy, more mature than Mary (Richard Corliss, Time ). The Washington Post 's Tom Shales dissents, calling Alley unwatchably neurotic and in a virtually perpetual feverish tizzy.","כל הכבוד לקירסטי אלי, שמגלמת עכשיו דוגמנית לשעבר, מזדקנת, שדגמנה בעבר הלבשה התחתונה. מטורפת פחות מלוסי, בוגרת יותר ממרי (ריצ'רד קורליס, מה-Time). טום שיילס מהוושינגטון פוסט חולק על כך, וקורא לאלי ״נוירוטית באופן קשה לצפייה, כמעט תמיד אחוזת טירוף קדחתני"".",Kirstie Alley plays an older ex-model in the tv show.,"קירסטי אלי מגלמת דוגמנית לשעבר, כיום מבוגרת, בתוכנית הטלוויזיה.",entailment
810,['contradiction'],slate,Contradiction,82939c,82939,Trade publishers sold 5 percent fewer books than they did the year before.,הוצאות מסחריות מכרו 5% פחות ספרים מאשר בשנה הקודמת.,Trade publisher's sell rate is increasing when compared to last year's.,שיעור המכירה של הוצאות מסחריות גדלו בהשוואה לשנה שעברה.,contradiction
811,['neutral'],government,Neutral,55825n,55825,It assumes for cost-of-service areas (where most of power sales are likely to occur) that allowance allocations will not alter pricing of electricity.,ההנחה היא שבאזורי cost-of-service (שבהם צפויות להתבצע רוב מכירות החשמל) הקצאות קצבאות לא ישנו את תמחור החשמל.,Allowance allocations will definitely not alter the pricing of electricity in cost-of-service areas.,הקצאת קצבאות בהחלט לא תשנה את תמחור החשמל באזורי cost-of-service.,neutral
812,['contradiction'],slate,Contradiction,42197c,42197,My beloved Sox beat the Indians.,הסוקס האהובים שלי ניצחו את האינדיאנס.,The Sox have never played the Indians.,הסוקס מעולם לא שיחקו מול האינדיאנס.,contradiction
813,['contradiction'],travel,Contradiction,128734c,128734,"After relying exclusively on overseas trade, Venice created a new land-owning aristocracy through this expansion.","לאחר שהסתמכה באופן בלעדי על סחר מעבר לים, ההתרחבות הזו אפשרה לוונציה ליצור אצולה חדשה בעלת קרקעות.",Venice never traded with anyone.,ונציה מעולם לא סחרה עם אף אחד.,contradiction
814,['contradiction'],slate,Contradiction,113323c,113323,He's a freakish Peter Pan--the juvenile delinquent who wouldn't grow up.,הוא גרסה מעוותת של פיטר פן - העבריין הצעיר שלעולם לא יגדל.,He always acts very seriously and has never behaved childishly.,הוא תמיד מתנהג ברצינות רבה ומעולם לא התנהג בילדותיות.,contradiction
815,['contradiction'],slate,Contradiction,88839c,88839,But too often downsizing means what it has in the Union Pacific  fewer people doing more work.,אבל לעתים קרובות מדי צמצום פירושו מה שקורה ביוניון פסיפיק: פחות אנשים שעושים יותר עבודה.,Downsizing in the Union Pacific leads to more people doing less work.,הצמצומים ביוניון פסיפיק מובילים לכך שיותר אנשים עושים פחות עבודה.,contradiction
816,['contradiction'],slate,Contradiction,16154c,16154,"Some 30 years after his death, the theaters had been destroyed, the actors dismissed and the playwrights sent into exile.","כ-30 שנה לאחר מותו, התיאטראות נהרסו, השחקנים הודחו והמחזאים גורשו.","Even 30 years after he died, the theaters were still standing.","אפילו 30 שנה לאחר מותו, התיאטראות עדיין עומדים על תילם.",contradiction
817,['contradiction'],slate,Contradiction,90008c,90008,"But if the Chinese did try to buy favor with the Democrats, it may have been because they already owned the Republicans.","אבל אם הסינים אכן ניסו לזכות בתמיכה של הדמוקרטים, אולי זה היה בגלל שכבר היה להם את הרפובליקנים.","If the Chinese tried to buy favor with the Democrats, it's because the Republicans rejected them.","אם הסינים אכן ניסו לזכות בתמיכה של הדמוקרטים, זה בגלל שהרפובליקנים דחו אותם.",contradiction
818,['neutral'],travel,Neutral,130305n,130305,"Kagoshima dominates the head of a deep indentation at the southern tip of Kyushu, and its harbor has played a prominent role in Japanese military history.","קגושימה שולטת בראשו של מפרץ עמוק בקצה הדרומי של קיושו, והנמל שלה מילא תפקיד בולט בהיסטוריה הצבאית היפנית.",The southern tip of Kyushu is full of tourist attractions.,הקצה הדרומי של קיושו מלא באטרקציות תיירותיות.,neutral
819,['neutral'],slate,Neutral,83616n,83616,"Instead, Intel makes real things.","במקום זאת, אינטל מייצרת דברים אמיתיים.","Intel makes actual things instead, accoding to the news.","אינטל מייצרת דברים ממשיים במקום זאת, לפי החדשות.",neutral
820,['entailment'],travel,Entailment,78715e,78715,"The New Territories can be explored by taking the Kowloon Canton Railway (KCR), which makes 10 stops between the station in Kowloon and Sheung Shui, the last stop before entering China.","ניתן לחקור את הטריטוריות החדשות על ידי נסיעה ברכבת קאולון קנטון (KCR), שעוצרת ב-10 תחנות בין התחנה בקאולון לשונג שואי, התחנה האחרונה לפני הכניסה לסין.",The Kowloon Canton Railway makes over five stops between the station and Sheung Shui.,רכבת קאולון קנטון עוצרת ביותר מחמש תחנות בין התחנה לבין שונג שואי.,entailment
821,['neutral'],fiction,Neutral,88555n,88555,Because Mademoiselle Cynthia does not take sugar in her coffee.,כי מדמואזל סינתיה לא שמה סוכר בקפה שלה.,Cynthia can't have sugar in her coffee due to her diet.,סינתיה לא יכולה להוסיף סוכר לקפה בגלל הדיאטה שלה.,neutral
822,['neutral'],government,Neutral,80644n,80644,"For years, Congress has been working to increase the effectiveness of information and technology management in the federal government.","במשך שנים, הקונגרס פועל להגברת האפקטיביות של ניהול מידע וטכנולוגיה בממשל הפדרלי.",Congress has a special budget for information and technology management in the federal government.,לקונגרס יש תקציב מיוחד לניהול מידע וטכנולוגיה בממשל הפדרלי.,neutral
823,['neutral'],travel,Neutral,64226n,64226,"It is wild and windswept, and its limited vegetation a far cry from the lush green interior.","הוא פראי וסחוף רוחות, ומעט הצמחייה שלו רחוקה מאוד מכל הירוק השופע שבפנים הארץ.",Farmers have long preferred building their houses in the interior because of this.,בגלל זה חקלאים העדיפו מזמן לבנות את בתיהם בפנים הארץ.,neutral
824,['neutral'],slate,Neutral,93931n,93931,"Republicans face the prospect of running in 1998 with a discredited, unpopular speaker who is nonetheless impossible to dethrone, and with no record of accomplishment.","הרפובליקנים עשויים לרוץ ב-1998 עם דובר מושמץ, לא פופולרי, בלתי ניתן להדחה, שאין לו שום הישג מתועד.",The Republican speaker has an approval rating of just 27%.,אחוזי התמיכה של הדובר הרפובליקני עומדים על 27% בלבד.,neutral
825,['entailment'],travel,Entailment,63872e,63872,"From sandy beaches, broad brown rivers, and deep forests, to rising skyscrapers and wide expressways, Malaysia is set to exceed visitors' expectations.","מחופים חוליים, נהרות חומים רחבים ויערות עמוקים, ועד גורדי שחקים מתנשאים וכבישים מהירים רחבים, מלזיה עומדת לעלות על ציפיות המבקרים.",Malaysia is filled with so many natural and man-made wonders that's set to go beyond its tourist's expectations.,"מלזיה מלאה בכל כך הרבה פלאים, הן טבעיים והן מעשה ידי אדם, שהיא אמורה לעלות על ציפיות התיירים.",entailment
826,['neutral'],travel,Neutral,80880n,80880,"Three centuries later, not that much has changed ' a score of international banks have their offices here, along with celebrated jewelers, the Ministry of Justice, and the Ritz Hotel.","שלוש מאות לאחר מכן, לא הרבה השתנה. כעשרים בנקים בינלאומיים מחזיקים כאן משרדים, יחד עם תכשיטנים מפורסמים, משרד המשפטים ומלון ריץ.",Seventeen international banks can be found here.,ניתן למצוא כאן 17 בנקים בינלאומיים.,neutral
827,['neutral'],travel,Neutral,28880n,28880,They can even sit next to the driver.,הם יכולים אפילו לשבת ליד הנהג.,The seat next to the driver gives the best views.,במושב ליד הנהג אפשר לראות את הנופים הטובים ביותר.,neutral
828,['entailment'],fiction,Entailment,83562e,83562,"Jon, still looking through Adrin's eyes, saw a wicked sharp blade burst through the Kal's chest.","ג'ון, שעדיין התבונן דרך עיניו של אדרין, ראה להב חד וקטלני פורץ דרך החזה של הקאל.",A blade went through Kal's chest.,להב עבר דרך החזה של קאל.,entailment
829,['contradiction'],slate,Contradiction,29267c,29267,"It is also part of the Slate magazine permanent collection, a k a The Compost, and you can see it again by clicking here.","הוא גם חלק מהאוסף הקבוע של מגזין סלייט, הידוע גם בתור The Compost, ותוכלו לראות אותו שוב אם תלחצו כאן.",Slate Magazine does not have a permanent collection.,למגזין Slate אין אוסף קבוע.,contradiction
830,['contradiction'],slate,Contradiction,87137c,87137,"A Utility Maximizer wants to acquire many things, including cash, but also such things as trips to the beach, time to watch TV, adorable grandkids, and (probably most important in this case) professional prestige.","ממקסם תועלת הוא אחד שרוצה להשיג הרבה דברים, בין השאר כסף, אבל גם דברים כמו טיולים לים, זמן לצפות בטלוויזיה, נכדים מתוקים, וגם (כנראה הדבר החשוב ביותר) יוקרה מקצועית.",Someone who does not want to acquire many things is a Utility Maximizer.,"מי שלא רוצה להשיג הרבה דברים נקרא ""ממקסם תועלת"".",contradiction
831,['neutral'],government,Neutral,101805n,101805,"4 million, which will be divvied up nationwide.","4 מיליון, אשר יתחלקו בפריסה ארצית.","4 million will be divided nationwide, according to the German Prime Minister.","4 מיליון יחולקו בפריסה ארצית, לפי ראש ממשלת גרמניה.",neutral
832,['contradiction'],government,Contradiction,127269c,127269,"They are heeding the call of a growing pool of law schools, which are for the first time pointing graduates in a new direction and teaching them how to get there.","יותר ויותר בתי ספר למשפטים מפנים את הבוגרים ליעד חדש ומלמדים אותם איך להגיע אליו, והם נענים להם.",They are not answering the call of the pool of the law schools.,הם לא נענים לקריאתם של בתי הספר למשפטים.,contradiction
833,['entailment'],fiction,Entailment,139324e,139324,"That you value your origins, that you cradle old stories and remember old morals.","זה שאתה מייחס חשיבות לשורשים שלך, זה שאתה מוקיר סיפורים ישנים ונוצר עקרונות מוסריים עתיקים.",You value your origins a lot.,אתה מעריך מאוד את השורשים שלך.,entailment
834,['neutral'],slate,Neutral,30107n,30107,Then he has to fudge his faith so that people who don't share it won't take it seriously.,אחר כך הוא צריך להסתיר את אמונתו באופן כזה שאנשים שלא שותפים לה לא ייקחו אותה ברצינות.,He watches what he says to other people to not offend them.,הוא נזהר במה שהוא אומר לאנשים אחרים כדי לא לפגוע בהם.,neutral
835,['entailment'],travel,Entailment,103893e,103893,Strike a match to see the effect.,תדליקו גפרור כדי לראות מה יצא.,"If you want to see what happens, strike the match.","אם אתם רוצים לראות מה קרה, הדליקו גפרור.",entailment
836,['entailment'],fiction,Entailment,46719e,46719,"Exactly,' he nodded.","״בדיוק,״ הוא הנהן.",He responded.,הוא הגיב.,entailment
837,['contradiction'],fiction,Contradiction,17789c,17789,"Julius, said Tuppence firmly, ""stop walking up and down.","״יוליוס,״ אמר טופנס בתקיפות, ""תפסיק לצעוד הלוך ושוב.״",Keep walking up and down Julius!,"המשך לצעוד הלוך ושוב, יוליוס!",contradiction
838,['entailment'],fiction,Entailment,139929e,139929,"For that, they'll need to sign certain contracts.'",בשביל זה הם יצטרכו לחתום על חוזים מסוימים״.,Certain contracts are going to need to be signed to proceed.,יש צורך לחתום על חוזים מסוימים כדי להמשיך.,entailment
839,['entailment'],travel,Entailment,124548e,124548,"Today, the Loire is a sleepy waterway, running deep only with heavy rains or spring thaws, and its sandbanks and mud flats become islands during the summer.","כיום הלואר זורם בעצלתיים, ונהיה עמוק רק בגשמים כבדים או באביב, כשהכפור מפשיר; גדותיו החוליים ומשטח הבוץ הופכים לאיים במהלך הקיץ.",The Loire's sandbanks become islands in the summer.,גדות החול של הלואר הופכות לאיים בקיץ.,entailment
840,['contradiction'],government,Contradiction,72986c,72986,Sometimes the people who represent themselves don't even know the significant facts of their case.,לפעמים האנשים שמייצגים את עצמם אפילו לא יודעים עובדות משמעותיות בתיק שלהם.,"The law is very easy to understand, so representing yourself in court is the best way to win a case.","קל מאוד להבין את החוק, ולכן ייצוג עצמי בבית המשפט הוא הדרך הטובה ביותר לזכות.",contradiction
841,['entailment'],government,Entailment,108911e,108911,Using lower cut points for females may maximize screening test performance.,שימוש בנקודות סף נמוכות יותר עבור נשים עשוי למקסם את ביצועי בדיקות הסקר.,Females might perform higher on the screening tests if the cut points are reduced.,נשים עשויות לבצע ביצועים גבוהים יותר במבחני הסקר אם נקודות הסף יופחתו.,entailment
842,['entailment'],government,Entailment,110676e,110676,"For certain types of work to be performed at an agency, GAO may initially provide only telephone or e-mail message notification.","עבור סוגים מסוימים של עבודה שיבוצעו בסוכנות, GAO עשויים להודיע תחילה רק בטלפון או במייל.",GAO might only give telephone or email messages.,לעיתים GAO עשויים למסור רק הודעות טלפוניות או דואר אלקטרוני.,entailment
843,['contradiction'],fiction,Contradiction,37721c,37721,Ca'daan felt his heart jump.,קאדאן הרגיש את ליבו קופץ.,"Ca'daan had a slow, steady pulse.",לקאדאן היה דופק איטי ויציב.,contradiction
844,['entailment'],fiction,Entailment,64389e,64389,We have examples of these in the giant outer planets.,יש לנו דוגמאות לדברים האלה בכוכבי הלכת הענקיים בחלל החיצון.,There are instances of this in some large bodies.,ישנם מקרים של זה בכמה גופים גדולים.,entailment
845,['contradiction'],fiction,Contradiction,31116c,31116,White nodded.,וייט הנהן.,White shook his head no.,וייט הניד בראשו לשלילה.,contradiction
846,['contradiction'],slate,Contradiction,46799c,46799,"Not all falsehoods, of course, are lies (the key ingredient in a lie is intentionality).","לא כל כזב, כמובן, הוא שקר (המרכיב המרכזי בשקר הוא כוונה).","All falsehoods are lie, regardless of intentionality.","כל כזב הוא שקר, ללא קשר לכוונה.",contradiction
847,['entailment'],fiction,Entailment,132403e,132403,They were pushing the pace all right.,הם הצליחו להגביר קצב יפה.,They were pushing the pace.,הם הגבירו את הקצב.,entailment
848,['entailment'],fiction,Entailment,942e,942,"I had a slew of comfortable rooms with cushions everywhere, and a fridge forever stocked with fatty foods.","היו לי שלל חדרים נוחים עם כריות בכל מקום, ומקרר שתמיד היה מלא באוכל שומני.",There were fattening foods in the refrigerator.,במקרר היו מאכלים משמינים.,entailment
849,['entailment'],government,Entailment,39922e,39922,"1.7, formerly methodology transfer paper 7.","1.7, שהיה פעם מסמך העברת מתודולוגיה 7.",It used to be paper 7.,פעם זה היה מסמך 7.,entailment
850,['entailment'],government,Entailment,69536e,69536,"Over the past two decades, Comart has seen the role of Pine Tree change in response to federal funding cuts and stricter regulations.","במהלך שני העשורים האחרונים, קומארט ראה את תפקידו של Pine Tree משתנה בתגובה לקיצוץ מימון פדרלי ולתקנות מחמירות יותר.",The role of Pine Tree has changed over the past twenty years.,תפקידו של Pine Tree השתנה במהלך עשרים השנים האחרונות.,entailment
851,['neutral'],travel,Neutral,98737n,98737,Mangrove trees and shrubs grow on coastal marshland in the brackish zone between the sea and fresh water.,"שיחים ועצים ממשפחת המנגרובים גדלים לחופי ביצות, באזור המלוח למחצה שבין הים למים המתוקים.",Mangrove trees grow on the coast and provide homes for lots of marine life.,עצי מנגרובים גדלים על החוף ומספקים בתי גידול להרבה חיים ימיים.,neutral
852,['entailment'],government,Entailment,139017e,139017,"Under current law, LSC recipients may provide legal assistance to an alien if the alien is present in the United States and falls within one of several designated","על פי החוק הנוכחי, מקבלי LSC רשאים להעניק סיוע משפטי לזר אם הזר נמצא בארצות הברית ועומד באחד מכמה קריטריונים.",LSC recipients may provide legal aid to foreign people.,מקבלי LSC יכולים לספק סיוע משפטי לאנשים זרים.,entailment
853,['neutral'],travel,Neutral,18359n,18359,Edinburgh Zoo has a penguin parade every day during the summer.,בגן החיות של אדינבורו יש מצעד פינגווינים כל יום במהלך הקיץ.,All summer visitors to the Edinburgh Zoo see the penguin parades.,כל מי שמבקר בקיץ בגן החיות של אדינבורו רואים את מצעדי הפינגווינים.,neutral
854,['neutral'],government,Neutral,87284n,87284,"His problem, he said, is the current hiring freeze imposed on all city agencies.","הבעיה שלו, לדבריו, היא הקפאת הגיוס, שמוטלת בימים אלה על כל סוכנויות העירייה.",He had a problem finding a job because of the hiring freeze.,הייתה לו בעיה למצוא עבודה בגלל הקפאת הגיוס.,neutral
